83.4134,89.3302,91.7164,93.7708,93.9056,94.4703,94.6653,94.6415,95.1027,95.0666,
83.6793,90.6092,91.7164,93.1668,94.5416,94.4703,94.3107,94.1971,94.5433,94.3526,
74.9577,83.3721,86.1833,88.7955,90.7511,91.1134,91.5907,92.1845,91.9357,91.8854,
83.7795,87.991,90.1049,91.3491,92.6845,93.0276,93.4791,93.993,94.3599,94.189,
80.7202,86.8029,90.0103,91.4419,92.9674,92.9771,93.6343,94.3965,94.5234,94.4767,
83.0834,88.8208,90.581,91.1333,92.6417,93.2227,93.8962,94.8092,94.8921,94.9498,
84.25,90.3062,91.7304,91.8255,93.2867,94.1811,94.1156,94.647,95.1077,95.2513,
86.151,88.8598,91.7164,92.8252,93.278,93.9967,94.2099,94.4632,94.7024,95.1386,
84.5553,90.1654,93.343,94.7581,95.2043,96.3051,96.8102,96.8458,96.5826,96.0937,
80.7202,88.6264,91.2144,91.8567,93.0362,93.791,93.8837,93.9985,94.4837,94.8691,
84.7601,91.5928,93.4302,95.7211,95.6939,95.6754,96.2157,96.5545,96.1595,96.0478,
87.0077,88.7041,92.1672,92.9957,94.3286,94.2329,94.5637,95,94.9823,95.319,
83.7795,88.9183,91.0898,92.5177,92.5479,92.8548,93.9275,93.949,93.9658,95.0801,
76.209,83.3377,87.2612,89.0885,91.3949,91.7683,92.4434,92.3011,92.9517,93.1717,
87.0798,89.8454,91.5205,93.6191,93.2953,93.6592,94.475,95.1915,95.2335,95.1836,
85.9395,90.8124,94.9983,96.9354,96.2253,96.4909,96.1763,96.288,96.0466,95.8371,
85.1036,88.125,91.9695,92.1703,92.8815,93.3097,93.9713,95.0112,94.4738,94.4679,
77.8187,84.8924,87.4775,90.6945,91.3367,91.1618,91.4897,91.6319,92.384,92.117,
84.8286,92.4712,92.8806,94.4047,94.2755,94.7837,95.7583,96.3343,96.7071,97.0589,
75.1186,84.591,88.3925,90.9287,92.6759,92.6755,93.1765,93.724,94.1575,93.903,
75.1454,82.2712,86.9703,88.6304,89.7703,90.7756,91.8233,92.6902,93.1489,93.4533,
82.8866,88.7041,90.938,92.6553,93.3473,94.5895,95.1251,94.8652,95.2638,95.4639,
84.5213,88.2595,90.1862,91.0002,91.9215,92.8404,93.865,94.6024,94.35,94.9633,
79.198,87.0641,89.8755,89.8794,91.6616,92.3901,92.6377,92.8565,93.2599,93.4489,
81.0316,86.9893,88.4446,89.9992,91.3616,92.3048,92.8574,93.8336,94.6925,95.0576,
85.9395,91.3038,93.4593,94.6695,94.7019,95.1444,94.5764,94.3411,94.6725,94.7171,
76.6541,85.4477,88.2885,90.1996,91.9299,92.8476,93.4234,93.724,94.0788,94.2199,
85.1036,90.4878,93.343,93.9666,95.2043,95.9355,95.9668,96.0115,96.0056,95.9836,
83.9469,88.5489,91.159,90.7453,91.4448,91.6982,92.3344,92.717,92.9037,93.2668,
85.1381,89.5474,91.6464,91.9297,93.1656,93.5497,93.8275,94.258,94.7174,94.6502,
5.03986,4.92508,5.54508,6.1741,7.3377,8.3319,9.2352,10.0059,10.6166,11.2255,
1.55052,2.8218,3.95498,5.00215,5.95867,6.7432,7.56821,8.28166,8.90481,9.6374,
4.95029,5.78234,5.61515,6.2228,7.27306,8.27476,9.28126,9.97436,10.713,11.4405,
2.47546,3.1275,4.40222,5.64611,6.69357,7.41773,8.36596,9.05912,9.729,10.383,
4.42752,5.42704,5.03151,5.96454,7.0572,7.93919,8.80677,9.4937,10.2564,10.9669,
3.33902,3.92371,4.70715,5.84589,6.88545,7.76895,8.72935,9.49347,10.1705,10.9689,
1.61794,2.9621,4.18891,5.28357,6.26603,7.20218,8.09889,8.71934,9.3482,10.0246,
2.15818,3.11832,4.3618,5.56725,6.60331,7.56324,8.48411,9.24925,9.96501,10.5737,
1.59005,2.91705,4.0991,5.21419,6.25474,7.13301,7.90514,8.60552,9.32034,9.86679,
3.02409,3.44451,4.53682,5.75824,6.75369,7.52204,8.40485,9.20743,9.90086,10.5208,
3.81766,4.14236,4.68578,5.90644,6.90201,7.85927,8.75256,9.56819,10.1465,10.8181,
6.53675,4.35133,4.67127,5.95766,7.07765,8.11947,9.08161,9.85606,10.5486,11.2348,
4.87644,4.56749,4.69372,5.95524,6.96295,7.9288,8.81563,9.64065,10.3909,10.8456,
3.25127,3.37257,4.53542,5.81491,6.83607,7.66842,8.667,9.39995,10.1546,10.9598,
4.1918,4.484,4.6585,5.974,7.0597,8.04302,8.7556,9.5562,10.222,10.8815,
5.25701,4.86242,4.67355,5.96367,6.99935,7.90767,8.88307,9.69063,10.4911,11.1909,
4.02111,4.70158,4.96282,5.86018,6.91461,7.85385,8.76016,9.5291,10.2155,10.7318,
6.27253,5.28937,4.89053,5.98467,7.10874,8.11512,8.91854,9.63001,10.4442,11.0559,
3.99164,4.36272,4.61149,5.83965,6.87655,7.75878,8.68177,9.3346,9.97435,10.595,
4.59307,3.8391,4.65541,5.95238,7.00867,8.03339,8.94846,9.73759,10.4797,11.1076,
4.73169,4.17649,4.61938,5.9561,6.9682,7.92992,7.26538,6.55713,6.11208,6.04183,
6.11817,5.42383,5.73829,6.27104,7.36575,8.3688,9.31044,10.095,10.8127,11.4434,
2.93186,3.23528,4.54812,5.78776,6.82932,7.78578,8.74407,9.56006,10.0396,10.6944,
6.08756,5.28465,5.0021,6.04897,7.09942,7.99528,8.85206,9.73308,10.4838,11.2047,
6.89427,5.56499,5.54116,6.12597,7.2566,8.27913,9.3114,10.1118,10.8173,11.4715,
6.37998,6.15297,5.20493,6.11615,7.24861,8.23225,9.12239,9.91405,10.6009,11.3747,
