2.21338,10.8892,2.2683,11.1566,3.24821,16.3873,3.17284,16.0179,3.22446,16.2509,2.18126,10.7241,2.09866,10.3204,3.11935,15.7284,2.22103,10.9202,3.18061,16.0553,3.2121,16.2089,2.14922,10.5696,3.18518,15.6565,2.36244,11.6176,3.27085,16.5016,
2.19844,10.8134,2.24953,11.0647,2.24558,11.0473,2.17286,10.6872,3.16752,15.9944,3.24758,16.3838,3.21342,16.2018,2.17851,10.7133,2.22116,10.9265,2.32154,11.4203,2.20871,10.8642,2.23119,10.9752,3.25062,16.4017,3.25405,16.391,2.13228,10.4869,
2.08107,10.238,2.18702,10.7597,2.12993,10.4756,2.1714,10.6819,2.16327,10.6393,2.31307,11.3755,2.30606,11.3397,2.11361,10.3989,4.18939,21.44,3.3017,16.6221,2.1417,10.535,2.27332,11.1804,2.25131,11.0758,2.17965,10.7189,2.15632,10.6056,
2.12985,10.4735,2.09226,10.2863,2.18731,10.7574,2.13359,10.4888,2.22384,10.9356,2.24953,11.0608,2.2112,10.8765,3.20911,16.1736,2.09954,10.3224,2.1524,10.5868,3.13299,15.8016,3.30722,16.6769,2.21373,10.8841,2.2361,10.9986,3.11868,15.735,
2.11124,10.38,3.13242,15.8189,2.29327,11.2781,2.23333,10.9829,3.34614,16.8571,2.18599,10.7567,2.12609,10.4569,2.12675,10.4639,2.12261,10.4396,2.35114,11.5649,2.1431,10.5365,2.20461,10.8408,2.10148,10.3401,2.10619,10.3608,2.13666,10.512,
3.2755,16.4975,2.05262,10.094,3.21469,16.2063,2.15517,10.6019,2.2111,10.8729,2.1421,10.5353,2.27086,11.1678,2.2319,10.9809,3.10689,15.6981,2.26818,11.1499,2.23733,11.0028,2.10955,10.3725,2.35213,11.5715,4.10935,21.0227,3.19151,16.092,
3.11246,15.6997,2.23639,10.9993,2.08028,10.2288,2.09217,10.296,2.20381,10.8362,2.22929,10.9664,3.15309,15.9027,2.15554,10.6004,2.13014,10.4788,3.27609,16.5275,2.31694,11.3917,4.20111,21.4536,3.18154,16.0406,2.26401,11.136,2.20555,10.8441,
2.31518,11.3902,3.12049,15.771,2.2589,11.1086,4.16747,21.3094,2.18286,10.7317,3.3061,16.6701,3.18698,16.0698,5.19993,26.7978,2.22556,10.9455,2.27028,11.1651,2.11956,10.4265,2.11822,10.4182,2.21064,10.873,2.25561,11.0914,2.14366,10.5486,
3.08212,15.5704,2.12627,10.4569,3.21027,16.167,2.11307,10.3901,2.16477,10.6484,6.18464,31.9787,3.28481,16.5485,2.13941,10.5176,2.23179,10.9723,2.13483,10.496,2.10837,10.3676,2.2557,11.0963,2.20309,10.8345,3.11742,15.7488,2.12412,10.4469,
2.12495,10.449,2.10653,10.3588,2.21671,10.9023,2.14737,10.5636,2.20331,10.8371,2.27356,11.1792,2.18478,10.7459,2.15219,10.5797,2.22819,10.9597,2.18994,10.7711,2.11198,10.3887,2.13583,10.5046,2.1503,10.5798,2.17046,10.6715,2.12836,10.4652,
2.19665,10.8034,2.16478,10.651,2.14749,10.5605,6.14041,31.6201,2.11049,10.3805,4.28984,21.8895,2.17742,10.7063,2.28454,11.234,2.14502,10.5515,2.11355,10.3949,2.29033,11.2639,4.08412,20.8974,2.15704,10.6085,2.1672,10.658,2.16596,10.6526,
3.24057,16.3286,2.13331,10.4888,4.09527,20.9109,3.17453,16.0044,4.1027,20.9575,2.15626,10.601,2.21434,10.8903,2.32904,11.452,2.08245,10.2391,2.25032,11.0688,2.23899,11.0101,3.25355,15.996,2.12037,10.4222,2.24314,11.0345,2.1617,10.6291,
2.09943,10.3233,2.21565,10.9011,3.09164,15.6054,3.1355,15.7974,3.14793,15.4792,2.20692,10.8542,3.2163,16.2293,2.25231,11.0786,3.16152,15.9243,3.13044,15.8074,2.11404,10.4004,2.24976,11.0621,2.18459,10.7435,2.15445,10.5927,3.1638,15.9479,
2.18601,10.7494,3.21236,16.1778,2.24594,11.0484,2.0463,10.0664,3.24667,16.3711,2.08588,10.2573,3.14813,15.876,2.28079,11.2177,3.1584,15.9116,2.17494,10.7004,2.19458,10.791,2.2078,10.863,2.27093,11.1693,2.35221,11.5725,4.20577,21.4949,
2.21041,10.8732,4.24212,21.6654,2.2253,10.9456,2.29121,11.2698,3.19953,16.1489,2.22277,10.931,2.1626,10.635,3.28518,16.5716,2.22011,10.9183,2.17027,10.6741,2.20124,10.8244,2.17331,10.6883,3.25643,16.4405,2.13398,10.493,2.13389,10.493,
2.13974,10.5251,3.17197,16.012,3.17459,16.006,3.14438,15.8715,2.16988,10.6721,2.10345,10.3406,2.14029,10.524,2.10423,10.3474,2.15134,10.5832,2.28952,11.2615,4.20615,21.4875,3.09733,15.6129,3.24785,16.3825,2.12664,10.4567,3.1996,16.1528,
2.26408,11.1351,4.20575,21.4588,2.25777,11.1028,2.10472,10.3546,2.17363,10.6915,2.27582,11.1904,3.16969,16.004,2.28966,11.2599,2.34204,11.5204,2.11245,10.3881,2.30745,11.3486,2.29306,11.2791,4.15697,21.2389,3.20293,16.1328,3.18932,16.0815,
2.11178,10.3848,2.11254,10.3878,2.12083,10.4293,2.14805,10.5645,2.13592,10.5042,2.12318,10.4427,3.24197,16.321,2.248,11.0567,3.21226,16.2065,4.21366,21.5595,2.26833,11.1584,2.15125,10.5806,2.18716,10.7546,2.10825,10.3673,2.18839,10.7596,
2.23313,10.9817,2.13009,10.4744,2.31571,11.3908,3.29916,16.6437,2.13064,10.4765,3.31059,16.7044,2.17007,10.6707,2.3016,11.3187,2.10871,10.3705,2.23147,10.9739,2.18681,10.754,2.30176,11.3214,2.23933,11.0115,2.24646,11.0493,2.29532,11.2851,
2.12931,10.4703,3.24897,16.3924,2.26236,11.1293,2.20463,10.8413,3.09318,15.6036,2.28944,11.2574,2.16049,10.6237,3.13994,15.8556,2.14877,10.5676,3.1485,15.8664,2.25307,11.087,2.18866,10.7608,2.09713,10.3141,2.09518,10.306,4.25273,21.7475,
3.15296,15.903,2.18596,10.7541,2.32303,11.4237,3.20138,16.1521,2.19525,10.7941,3.1933,16.1111,2.14448,10.5495,2.14476,10.5498,3.19647,16.1169,2.14263,10.5395,3.34071,16.8382,3.16036,15.9625,2.20723,10.8555,2.28481,11.2395,2.10589,10.3517,
2.15363,10.5963,2.15567,10.6055,2.26986,11.167,3.14614,15.853,2.11642,10.4077,2.32697,11.4409,2.1772,10.7062,2.24219,11.0265,3.17725,16.0044,2.18066,10.7215,3.21683,16.2108,2.21462,10.8941,2.18947,10.7708,2.10424,10.3485,3.18401,16.0534,
2.19713,10.806,3.27512,16.5184,2.21723,10.9052,2.23299,10.9826,4.34759,22.1981,2.12042,10.4272,2.16263,10.635,3.20057,16.1186,3.12157,15.7301,2.18422,10.7463,2.12855,10.4678,2.28674,11.2468,2.33601,11.4922,3.1761,16.0325,2.15881,10.6151,
2.1792,10.7191,2.37551,11.6836,3.15235,15.8991,2.07332,10.1937,2.15426,10.5957,2.17022,10.6721,3.09368,15.6258,2.12984,10.4782,2.18454,10.7477,4.37524,22.278,2.17251,10.6899,2.18476,10.7441,2.11642,10.4103,2.15186,10.5844,2.25666,11.0999,
