64.3986,69.9068,71.4783,72.1865,72.2405,72.6969,72.9047,72.9016,73.1599,73.1104,
66.4528,69.9068,71.0046,72.1865,71.908,72.2069,72.1532,72.113,71.8057,72.0775,
59.7076,65.1264,68.4451,69.2616,69.7221,69.9345,69.975,70.7482,71.0461,71.124,
66.167,68.506,70.3634,70.9257,71.3488,72.0465,71.9567,72.4362,72.4619,72.5876,
63.0188,68.424,69.8474,70.8817,71.6812,72.1896,72.1979,72.126,71.909,72.443,
66.7633,68.9191,70.1906,71.0959,71.8151,72.5124,72.5045,72.7359,73.2969,73.1906,
66.1232,69.919,70.4792,71.9334,71.8305,72.7013,72.8781,72.6137,72.8077,72.985,
65.7537,69.9068,70.8035,71.772,72.0323,72.3462,72.9351,73.008,73.0411,73.089,
67.3933,71.3279,72.7435,73.798,74.2244,73.9969,73.3708,73.2017,73.3327,73.4595,
64.3158,69.4697,70.0431,71.5922,71.846,72.1548,72.7078,72.5709,72.3716,72.6747,
66.8079,71.4043,73.51,73.2439,73.8626,73.6246,73.5481,73.2487,73.1599,73.5189,
67.7127,70.2999,71.6148,71.9787,72.3659,72.5913,72.8137,72.9814,73.0648,73.4325,
66.167,69.3613,70.562,70.7751,71.635,71.7021,72.6738,72.8584,73.05,72.9052,
60.1024,66.0512,68.4919,69.8299,70.3796,70.8178,71.134,71.2206,71.6742,71.7105,
67.5754,69.7362,71.2238,71.477,72.1675,72.8115,72.9427,73.1482,73.3089,73.073,
67.9427,72.7815,73.9631,73.9617,73.5692,73.5253,73.6178,73.6872,73.0471,73.0303,
65.6242,70.1274,70.6867,71.1718,72.2509,72.1462,72.1607,72.3805,72.8578,72.3749,
61.9069,66.2372,68.6251,69.3036,70.069,70.3239,70.422,70.9711,71.3588,71.672,
69.2603,70.9232,71.9756,72.4611,73.3533,74.1065,74.4635,75.0138,74.9199,75.0472,
60.1024,67.0252,69.9614,70.6189,71.1812,71.8696,71.4827,71.912,72.1106,72.4378,
59.9762,65.8013,68.0646,68.9691,70.1476,70.9895,71.4864,71.5807,71.9521,71.8161,
64.7321,69.2292,71.2069,72.2909,72.745,72.8381,73.1485,73.8436,73.7595,73.6488,
65.9488,68.5765,69.564,70.7626,71.9546,72.0379,72.5759,72.3772,72.2235,72.3095,
64.1096,68.3071,68.8693,70.3705,70.7381,71.0862,71.2209,71.6287,71.583,71.7517,
63.5394,67.0701,68.8377,70.2963,71.3234,72.3375,72.3845,72.4723,72.424,72.2598,
67.7586,71.4298,72.1834,72.7775,72.2927,72.3201,72.25,72.6962,72.5056,72.8176,
62.1957,66.9355,69.7013,70.7689,71.4252,71.8008,72.0122,72.1195,72.3425,72.9025,
66.497,71.3279,71.9066,73.4727,73.6993,73.4893,73.5559,73.5517,73.285,73.3732,
65.4096,69.4215,68.7903,69.769,70.3697,70.776,71.069,71.0372,71.3956,71.8497,
66.875,69.8458,70.7618,71.3814,71.8822,72.3593,72.5533,72.0189,72.2989,72.8414,
2.48627,3.28919,4.52765,5.79771,6.93439,7.98895,8.91307,9.76519,10.6112,11.3953,
2.35084,3.1424,4.45865,5.71705,6.86717,7.87232,8.85048,9.68506,10.5486,11.2328,
7.55664,6.22283,5.07181,6.09124,7.30403,8.38709,9.35201,10.1685,10.9325,11.7884,
1.52048,2.92324,4.20655,5.34447,6.41264,7.39995,8.27483,9.10183,9.88592,10.5954,
4.4836,4.05684,4.62245,5.91363,7.07726,8.12024,9.10168,9.97938,10.7637,11.6093,
1.95233,3.11945,4.41082,5.56919,6.64662,7.68644,8.64858,9.49904,10.3123,11.0509,
1.69307,3.02014,4.33266,5.49217,6.59642,7.58173,8.47552,9.29284,10.1321,10.8709,
3.06791,3.92986,4.66799,5.95018,7.07904,8.15298,9.08802,9.89909,10.7182,11.4943,
2.59851,3.446,4.57519,5.77426,6.93589,7.91204,8.90504,9.76422,10.6041,11.2736,
1.57392,2.99123,4.27174,5.44755,6.51761,7.48951,8.38266,9.19267,9.98735,10.7001,
2.92893,3.84169,4.65402,5.91281,7.0597,8.13427,9.04311,9.96503,10.7124,11.5302,
5.60664,4.60161,4.70699,5.99851,7.15528,8.24667,9.24513,10.1451,10.945,11.6966,
4.95074,4.86199,4.69837,5.97201,7.14432,8.19253,9.14162,10.0434,10.9128,11.64,
4.47619,3.90796,4.65174,5.90359,7.032,8.12998,9.11411,10.0027,10.827,11.6287,
2.69129,3.24072,4.57919,5.80447,6.97069,8.01607,7.67715,6.76183,6.58479,6.14222,
4.04296,3.9785,4.60536,5.8525,7.0046,8.05956,9.02314,9.91621,10.7173,11.4938,
4.44637,4.84589,4.94391,6.07806,7.22552,8.25839,9.31563,10.1043,11.0002,11.7061,
3.48577,3.52946,4.52142,5.76079,6.886,7.90184,8.85859,9.74148,10.5585,11.3561,
1.50988,2.86635,4.11732,5.2459,6.28737,7.26761,8.15732,8.98454,9.81671,10.5762,
1.49287,2.84356,4.09547,5.24689,6.24268,7.16835,8.04634,8.83872,9.62351,10.3433,
4.44114,3.74706,4.66358,5.95696,7.10275,8.19236,9.12334,9.98367,10.7211,11.4773,
4.39988,4.61895,4.68554,5.94854,7.11408,8.14225,9.06902,9.97889,10.815,11.5507,
1.50797,2.88065,4.09938,5.22968,6.27411,7.22446,8.09517,8.89266,9.61241,10.3695,
6.06076,5.2185,4.93876,5.99036,7.10048,8.19893,9.13795,10.045,10.849,11.584,
9.55883,7.5275,6.72074,6.64443,7.49356,8.61325,9.62164,10.5874,11.3293,12.157,
3.77895,4.29816,4.73568,6.04136,7.20769,8.28957,9.28601,10.1774,11.0093,11.7685,
1.51991,2.89647,4.15648,5.31826,6.39504,7.39079,8.31313,9.11557,9.85376,10.6531,
1.79133,3.06215,4.40256,5.61527,6.69837,7.75146,8.70533,9.56304,10.3722,11.146,
5.50859,5.10415,4.83638,6.01706,7.15855,8.21671,9.20863,10.0437,10.8809,11.6012,
3.95199,4.21955,4.67429,5.97045,7.06733,8.15162,9.1298,9.85394,10.7224,11.4553,
1.92844,3.07539,4.29042,5.37509,6.33103,7.21073,7.97741,8.60692,9.27065,9.79973,
2.85328,3.40812,4.50245,5.63627,6.62392,7.44235,8.17898,8.8135,9.44402,9.97613,
2.73521,3.14501,4.40158,5.45774,6.32789,7.17183,7.96072,8.64374,9.24521,9.7682,
1.48345,2.75524,3.87999,4.85507,5.69076,6.45189,7.17198,7.79676,8.41527,8.83623,
1.44221,2.70241,3.83001,4.80986,5.66055,6.43785,7.1693,7.82552,8.43896,8.97102,
1.51037,2.80005,3.93035,4.91869,5.8271,6.61748,7.36079,8.05701,8.64816,9.2443,
1.67385,2.97263,4.20285,5.25822,6.18294,7.03967,7.74206,8.42401,9.0517,9.58104,
5.25625,4.46609,4.6271,5.80285,6.73777,7.63653,8.44737,9.16994,9.7602,10.3278,
1.97639,2.9818,4.15662,5.15843,6.02282,6.87905,7.52021,8.14069,8.70369,9.2875,
6.41154,5.38352,4.63514,5.70401,6.78503,7.60145,8.37228,8.99355,9.60875,9.99212,
2.91199,3.14494,4.3815,5.48711,6.47335,7.32907,8.10524,8.74798,9.39166,9.99171,
1.69889,2.95793,4.19128,5.17108,6.07896,6.91658,7.64589,8.35711,8.95718,9.50895,
3.12199,3.25421,4.48146,5.56334,6.49816,7.40024,8.15249,8.8542,9.56063,10.013,
1.57431,2.94849,4.16916,5.24147,6.19631,7.0119,7.75249,8.46158,9.11955,9.68846,
1.72423,3.03293,4.21213,5.29512,6.28152,7.08424,7.76655,8.45749,9.00933,9.5744,
